gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score,average_score,grade,math_status,lunch_short,score_spread,rank_dense,rank_average,rank_first,gender_num,race_num,edu_type,lunch_num,prep_num
male,group d,some high school,standard,none,86,80,75,80.33333333333333,B,pass,standard,11,53.0,190.5,191.0,m,d,school,standard,none
female,group b,associate's degree,standard,completed,52,66,73,63.666666666666664,D,fail,standard,21,103.0,636.0,632.0,f,b,degree,standard,comp
female,group e,master's degree,free/reduced,none,45,56,54,51.666666666666664,F,fail,free,11,139.0,864.5,861.0,f,e,degree,free,none
female,group c,some college,standard,none,72,72,71,71.66666666666667,C,pass,standard,1,79.0,407.5,406.0,f,c,college,standard,none
male,group d,high school,standard,none,57,50,54,53.666666666666664,F,fail,standard,7,133.0,833.0,832.0,m,d,school,standard,none
male,group a,some high school,free/reduced,none,68,72,64,68.0,D,pass,free,8,90.0,519.0,513.0,m,a,school,free,none
female,group c,some college,standard,completed,88,95,94,92.33333333333333,A,pass,standard,7,17.0,34.0,34.0,f,c,college,standard,comp
male,group d,some college,standard,none,76,64,66,68.66666666666667,D,pass,standard,12,88.0,492.5,490.0,m,d,college,standard,none
male,group c,associate's degree,standard,none,46,43,42,43.666666666666664,F,fail,standard,4,163.0,954.5,954.0,m,c,degree,standard,none
female,group b,bachelor's degree,standard,none,67,86,83,78.66666666666667,C,pass,standard,19,58.0,226.0,223.0,f,b,degree,standard,none
male,group e,some high school,standard,none,92,87,78,85.66666666666667,B,pass,standard,14,37.0,105.5,105.0,m,e,school,standard,none
male,group c,bachelor's degree,standard,completed,83,82,84,83.0,B,pass,standard,2,45.0,144.0,140.0,m,c,degree,standard,comp
male,group d,associate's degree,standard,none,80,75,77,77.33333333333333,C,pass,standard,5,62.0,261.5,256.0,m,d,degree,standard,none
male,group d,bachelor's degree,free/reduced,none,63,66,67,65.33333333333333,D,pass,free,4,98.0,588.0,585.0,m,d,degree,free,none
female,group d,some high school,standard,completed,64,60,74,66.0,D,pass,standard,14,96.0,568.5,567.0,f,d,school,standard,comp
male,group b,some college,standard,none,54,52,51,52.333333333333336,F,fail,standard,3,137.0,852.0,850.0,m,b,college,standard,none
male,group c,associate's degree,standard,none,84,80,80,81.33333333333333,B,pass,standard,4,50.0,175.0,173.0,m,c,degree,standard,none
male,group d,high school,free/reduced,completed,73,68,66,69.0,D,pass,free,7,87.0,480.5,480.0,m,d,school,free,comp
female,group e,bachelor's degree,standard,none,80,83,83,82.0,B,pass,standard,3,48.0,167.0,167.0,f,e,degree,standard,none
female,group d,high school,standard,none,56,52,55,54.333333333333336,F,fail,standard,4,131.0,821.0,820.0,f,d,school,standard,none
male,group e,some college,standard,none,59,51,43,51.0,F,fail,standard,16,141.0,878.0,877.0,m,e,college,standard,none
male,group d,some high school,standard,none,75,74,69,72.66666666666667,C,pass,standard,6,76.0,383.5,381.0,m,d,school,standard,none
male,group c,associate's degree,standard,none,85,76,71,77.33333333333333,C,pass,standard,14,62.0,261.5,257.0,m,c,degree,standard,none
male,group e,associate's degree,standard,none,89,76,74,79.66666666666667,C,pass,standard,15,55.0,202.5,202.0,m,e,degree,standard,none
female,group b,high school,standard,completed,58,70,68,65.33333333333333,D,fail,standard,12,98.0,588.0,586.0,f,b,school,standard,comp
female,group b,high school,standard,none,65,64,62,63.666666666666664,D,pass,standard,3,103.0,636.0,633.0,f,b,school,standard,none
male,group c,high school,standard,none,68,60,53,60.333333333333336,D,pass,standard,15,113.0,703.5,702.0,m,c,school,standard,none
male,group a,some high school,standard,completed,47,49,49,48.333333333333336,F,fail,standard,2,149.0,917.5,916.0,m,a,school,standard,comp
female,group d,some college,free/reduced,none,71,83,83,79.0,C,pass,free,12,57.0,218.0,217.0,f,d,college,free,none
female,group b,some high school,standard,completed,60,70,70,66.66666666666667,D,pass,standard,10,94.0,552.5,551.0,f,b,school,standard,comp
male,group d,master's degree,standard,none,80,80,72,77.33333333333333,C,pass,standard,8,62.0,261.5,258.0,m,d,degree,standard,none
male,group d,high school,standard,none,54,52,52,52.666666666666664,F,fail,standard,2,136.0,846.0,844.0,m,d,school,standard,none
female,group e,some college,standard,none,62,73,70,68.33333333333333,D,pass,standard,11,89.0,505.0,502.0,f,e,college,standard,none
female,group c,associate's degree,free/reduced,none,64,73,68,68.33333333333333,D,pass,free,9,89.0,505.0,503.0,f,c,degree,free,none
male,group c,associate's degree,standard,completed,78,77,77,77.33333333333333,C,pass,standard,1,62.0,261.5,259.0,m,c,degree,standard,comp
female,group b,some college,standard,none,70,75,78,74.33333333333333,C,pass,standard,8,71.0,338.5,335.0,f,b,college,standard,none
female,group c,master's degree,free/reduced,completed,65,81,81,75.66666666666667,C,pass,free,16,67.0,301.5,297.0,f,c,degree,free,comp
female,group c,some high school,free/reduced,completed,64,79,77,73.33333333333333,C,pass,free,15,74.0,361.0,358.0,f,c,school,free,comp
male,group c,some college,standard,completed,79,79,78,78.66666666666667,C,pass,standard,1,58.0,226.0,224.0,m,c,college,standard,comp
female,group c,some high school,free/reduced,none,44,50,51,48.333333333333336,F,fail,free,7,149.0,917.5,917.0,f,c,school,free,none
female,group e,high school,standard,none,99,93,90,94.0,A,pass,standard,9,12.0,24.5,23.0,f,e,school,standard,none
male,group d,high school,standard,none,76,73,68,72.33333333333333,C,pass,standard,8,77.0,391.5,390.0,m,d,school,standard,none
male,group d,some high school,free/reduced,none,59,42,41,47.333333333333336,F,fail,free,18,152.0,927.5,928.0,m,d,school,free,none
female,group c,bachelor's degree,standard,none,63,75,81,73.0,C,pass,standard,18,75.0,372.5,371.0,f,c,degree,standard,none
female,group d,high school,standard,none,69,72,77,72.66666666666667,C,pass,standard,8,76.0,383.5,382.0,f,d,school,standard,none
female,group d,associate's degree,standard,completed,88,92,95,91.66666666666667,A,pass,standard,7,19.0,39.5,38.0,f,d,degree,standard,comp
female,group e,some college,free/reduced,none,71,76,70,72.33333333333333,C,pass,free,6,77.0,391.5,391.0,f,e,college,free,none
male,group c,bachelor's degree,standard,none,69,63,61,64.33333333333333,D,pass,standard,8,101.0,617.5,617.0,m,c,degree,standard,none
male,group c,some college,standard,none,58,49,42,49.666666666666664,F,fail,standard,16,145.0,899.0,898.0,m,c,college,standard,none
female,group d,associate's degree,free/reduced,none,47,53,58,52.666666666666664,F,fail,free,11,136.0,846.0,845.0,f,d,degree,free,none
female,group d,some college,standard,none,65,70,71,68.66666666666667,D,pass,standard,6,88.0,492.5,491.0,f,d,college,standard,none
male,group b,some college,standard,completed,88,85,76,83.0,B,pass,standard,12,45.0,144.0,141.0,m,b,college,standard,comp
male,group c,bachelor's degree,standard,none,83,78,73,78.0,C,pass,standard,10,60.0,244.5,242.0,m,c,degree,standard,none
female,group c,some high school,standard,completed,85,92,93,90.0,B,pass,standard,8,24.0,51.5,51.0,f,c,school,standard,comp
female,group e,high school,standard,completed,59,63,75,65.66666666666667,D,fail,standard,16,97.0,579.5,578.0,f,e,school,standard,comp
female,group c,some high school,free/reduced,none,65,86,80,77.0,C,pass,free,21,63.0,272.5,271.0,f,c,school,free,none
male,group b,bachelor's degree,free/reduced,none,73,56,57,62.0,D,pass,free,17,108.0,667.5,665.0,m,b,degree,free,none
male,group d,high school,standard,none,53,52,42,49.0,F,fail,standard,11,147.0,907.5,907.0,m,d,school,standard,none
male,group d,high school,standard,none,45,48,46,46.333333333333336,F,fail,standard,3,155.0,936.0,937.0,m,d,school,standard,none
female,group d,bachelor's degree,free/reduced,none,73,79,84,78.66666666666667,C,pass,free,11,58.0,226.0,225.0,f,d,degree,free,none
female,group d,some college,free/reduced,completed,70,78,78,75.33333333333333,C,pass,free,8,68.0,310.0,307.0,f,d,college,free,comp
female,group b,some high school,standard,none,37,46,46,43.0,F,fail,standard,9,165.0,960.5,960.0,f,b,school,standard,none
male,group b,associate's degree,standard,completed,81,82,82,81.66666666666667,B,pass,standard,1,49.0,170.5,170.0,m,b,degree,standard,comp
male,group e,associate's degree,standard,completed,97,82,88,89.0,B,pass,standard,15,27.0,61.0,59.0,m,e,degree,standard,comp
female,group b,some high school,standard,none,67,89,82,79.33333333333333,C,pass,standard,22,56.0,210.5,212.0,f,b,school,standard,none
male,group b,bachelor's degree,free/reduced,none,88,75,76,79.66666666666667,C,pass,free,13,55.0,202.5,203.0,m,b,degree,free,none
male,group e,some high school,standard,completed,77,76,77,76.66666666666667,C,pass,standard,1,64.0,279.0,277.0,m,e,school,standard,comp
male,group c,associate's degree,standard,none,76,70,68,71.33333333333333,C,pass,standard,8,80.0,417.5,413.0,m,c,degree,standard,none
male,group d,some high school,standard,none,86,73,70,76.33333333333333,C,pass,standard,16,65.0,284.5,284.0,m,d,school,standard,none
male,group c,some high school,standard,completed,63,60,57,60.0,F,pass,standard,6,114.0,711.5,709.0,m,c,school,standard,comp
female,group e,bachelor's degree,standard,none,65,73,75,71.0,C,pass,standard,10,81.0,429.0,427.0,f,e,degree,standard,none
male,group d,high school,free/reduced,completed,78,77,80,78.33333333333333,C,pass,free,3,59.0,235.0,233.0,m,d,school,free,comp
male,group b,associate's degree,free/reduced,none,67,62,60,63.0,D,pass,free,7,105.0,649.0,648.0,m,b,degree,free,none
male,group a,some high school,standard,completed,46,41,43,43.333333333333336,F,fail,standard,5,164.0,957.5,957.0,m,a,school,standard,comp
male,group e,associate's degree,standard,completed,71,74,68,71.0,C,pass,standard,6,81.0,429.0,428.0,m,e,degree,standard,comp
male,group c,high school,free/reduced,completed,40,46,50,45.333333333333336,F,fail,free,10,158.0,943.5,943.0,m,c,school,free,comp
male,group d,associate's degree,free/reduced,none,90,87,75,84.0,B,pass,free,15,42.0,126.5,124.0,m,d,degree,free,none
male,group a,some college,free/reduced,completed,81,78,81,80.0,C,pass,free,3,54.0,196.5,196.0,m,a,college,free,comp
male,group d,some high school,free/reduced,none,56,54,52,54.0,F,fail,free,4,132.0,826.5,825.0,m,d,school,free,none
female,group c,associate's degree,standard,completed,67,84,81,77.33333333333333,C,pass,standard,17,62.0,261.5,260.0,f,c,degree,standard,comp
male,group b,associate's degree,standard,none,80,76,64,73.33333333333333,C,pass,standard,16,74.0,361.0,359.0,m,b,degree,standard,none
female,group c,associate's degree,standard,completed,74,75,83,77.33333333333333,C,pass,standard,9,62.0,261.5,261.0,f,c,degree,standard,comp
male,group a,some college,standard,none,69,67,69,68.33333333333333,D,pass,standard,2,89.0,505.0,504.0,m,a,college,standard,none
male,group e,some college,standard,completed,99,87,81,89.0,B,pass,standard,18,27.0,61.0,60.0,m,e,college,standard,comp
male,group c,some high school,standard,none,51,52,44,49.0,F,fail,standard,8,147.0,907.5,908.0,m,c,school,standard,none
female,group b,associate's degree,free/reduced,none,53,71,67,63.666666666666664,D,fail,free,18,103.0,636.0,634.0,f,b,degree,free,none
female,group d,high school,free/reduced,none,49,57,52,52.666666666666664,F,fail,free,8,136.0,846.0,846.0,f,d,school,free,none
female,group b,associate's degree,standard,none,73,76,80,76.33333333333333,C,pass,standard,7,65.0,284.5,285.0,f,b,degree,standard,none
male,group b,bachelor's degree,standard,none,66,60,57,61.0,D,pass,standard,9,111.0,689.5,687.0,m,b,degree,standard,none
male,group d,bachelor's degree,standard,completed,67,61,68,65.33333333333333,D,pass,standard,7,98.0,588.0,587.0,m,d,degree,standard,comp
female,group c,associate's degree,free/reduced,completed,68,67,69,68.0,D,pass,free,2,90.0,519.0,514.0,f,c,degree,free,comp
female,group c,bachelor's degree,standard,completed,59,64,75,66.0,D,fail,standard,16,96.0,568.5,568.0,f,c,degree,standard,comp
male,group c,high school,standard,none,71,66,65,67.33333333333333,D,pass,standard,6,92.0,536.5,534.0,m,c,school,standard,none
female,group d,master's degree,standard,completed,77,82,91,83.33333333333333,B,pass,standard,14,44.0,137.0,135.0,f,d,degree,standard,comp
male,group c,associate's degree,standard,none,83,72,78,77.66666666666667,C,pass,standard,11,61.0,252.0,251.0,m,c,degree,standard,none
male,group b,bachelor's degree,standard,none,63,71,69,67.66666666666667,D,pass,standard,8,91.0,530.0,527.0,m,b,degree,standard,none
female,group d,associate's degree,free/reduced,none,56,65,63,61.333333333333336,D,fail,free,9,110.0,682.0,679.0,f,d,degree,free,none
female,group c,high school,free/reduced,completed,67,79,84,76.66666666666667,C,pass,free,17,64.0,279.0,278.0,f,c,school,free,comp
female,group e,high school,standard,none,75,86,79,80.0,C,pass,standard,11,54.0,196.5,197.0,f,e,school,standard,none
female,group c,some college,standard,none,71,81,80,77.33333333333333,C,pass,standard,10,62.0,261.5,262.0,f,c,college,standard,none
female,group c,some high school,free/reduced,none,43,53,53,49.666666666666664,F,fail,free,10,145.0,899.0,899.0,f,c,school,free,none
female,group c,high school,free/reduced,none,41,46,43,43.333333333333336,F,fail,free,5,164.0,957.5,958.0,f,c,school,free,none
female,group c,some college,standard,none,82,90,94,88.66666666666667,B,pass,standard,12,28.0,66.0,65.0,f,c,college,standard,none
male,group c,some college,standard,none,61,61,62,61.333333333333336,D,pass,standard,1,110.0,682.0,680.0,m,c,college,standard,none
male,group a,some college,free/reduced,none,28,23,19,23.333333333333332,F,fail,free,9,191.0,997.0,997.0,m,a,college,free,none
male,group c,associate's degree,standard,completed,82,75,77,78.0,C,pass,standard,7,60.0,244.5,243.0,m,c,degree,standard,comp
female,group b,some high school,standard,none,41,55,51,49.0,F,fail,standard,14,147.0,907.5,909.0,f,b,school,standard,none
male,group c,high school,standard,none,71,60,61,64.0,D,pass,standard,11,102.0,627.0,627.0,m,c,school,standard,none
male,group c,associate's degree,standard,none,47,37,35,39.666666666666664,F,fail,standard,12,172.0,972.0,972.0,m,c,degree,standard,none
male,group e,associate's degree,standard,completed,62,56,53,57.0,F,pass,standard,9,123.0,773.5,772.0,m,e,degree,standard,comp
male,group b,associate's degree,standard,none,90,78,81,83.0,B,pass,standard,12,45.0,144.0,142.0,m,b,degree,standard,none
female,group c,bachelor's degree,standard,none,83,93,95,90.33333333333333,A,pass,standard,12,23.0,49.0,48.0,f,c,degree,standard,none
female,group b,some college,free/reduced,none,61,68,66,65.0,D,pass,free,7,99.0,597.0,596.0,f,b,college,free,none
male,group d,some high school,standard,completed,76,70,69,71.66666666666667,C,pass,standard,7,79.0,407.5,407.0,m,d,school,standard,comp
male,group c,associate's degree,standard,none,49,51,43,47.666666666666664,F,fail,standard,8,151.0,925.5,925.0,m,c,degree,standard,none
female,group b,some high school,free/reduced,none,24,38,27,29.666666666666668,F,fail,free,14,188.0,992.5,992.0,f,b,school,free,none
female,group d,some high school,free/reduced,completed,35,55,60,50.0,F,fail,free,25,144.0,894.5,893.0,f,d,school,free,comp
male,group c,high school,free/reduced,none,58,61,52,57.0,F,fail,free,9,123.0,773.5,773.0,m,c,school,free,none
female,group c,high school,standard,none,61,73,63,65.66666666666667,D,pass,standard,12,97.0,579.5,579.0,f,c,school,standard,none
female,group b,high school,standard,completed,69,76,74,73.0,C,pass,standard,7,75.0,372.5,372.0,f,b,school,standard,comp
male,group d,associate's degree,standard,completed,67,72,67,68.66666666666667,D,pass,standard,5,88.0,492.5,492.0,m,d,degree,standard,comp
male,group d,some college,standard,none,79,73,67,73.0,C,pass,standard,12,75.0,372.5,373.0,m,d,college,standard,none
female,group c,high school,standard,none,72,80,75,75.66666666666667,C,pass,standard,8,67.0,301.5,298.0,f,c,school,standard,none
male,group b,some college,standard,none,62,61,57,60.0,F,pass,standard,5,114.0,711.5,710.0,m,b,college,standard,none
female,group c,bachelor's degree,standard,completed,77,94,95,88.66666666666667,B,pass,standard,18,28.0,66.0,66.0,f,c,degree,standard,comp
male,group d,high school,free/reduced,none,75,74,66,71.66666666666667,C,pass,free,9,79.0,407.5,408.0,m,d,school,free,none
male,group e,associate's degree,standard,none,87,74,76,79.0,C,pass,standard,13,57.0,218.0,218.0,m,e,degree,standard,none
female,group b,bachelor's degree,standard,none,52,65,69,62.0,D,fail,standard,17,108.0,667.5,666.0,f,b,degree,standard,none
male,group e,some college,standard,none,66,57,52,58.333333333333336,F,pass,standard,14,119.0,749.0,748.0,m,e,college,standard,none
female,group c,some college,standard,completed,63,78,80,73.66666666666667,C,pass,standard,17,73.0,353.0,353.0,f,c,college,standard,comp
female,group c,associate's degree,standard,none,46,58,57,53.666666666666664,F,fail,standard,12,133.0,833.0,833.0,f,c,degree,standard,none
female,group c,some college,standard,none,59,71,70,66.66666666666667,D,fail,standard,12,94.0,552.5,552.0,f,c,college,standard,none
female,group b,bachelor's degree,standard,none,61,72,70,67.66666666666667,D,pass,standard,11,91.0,530.0,528.0,f,b,degree,standard,none
male,group a,associate's degree,standard,none,63,61,61,61.666666666666664,D,pass,standard,2,109.0,674.0,673.0,m,a,degree,standard,none
female,group c,some college,free/reduced,completed,42,66,69,59.0,F,fail,free,27,117.0,731.0,727.0,f,c,college,free,comp
male,group d,some college,free/reduced,none,59,62,61,60.666666666666664,D,fail,free,3,112.0,696.0,695.0,m,d,college,free,none
female,group d,some college,standard,none,80,90,89,86.33333333333333,B,pass,standard,10,35.0,95.5,95.0,f,d,college,standard,none
female,group b,high school,standard,none,58,62,59,59.666666666666664,F,fail,standard,4,115.0,718.0,716.0,f,b,school,standard,none
male,group b,some high school,standard,completed,85,84,78,82.33333333333333,B,pass,standard,7,47.0,160.0,159.0,m,b,school,standard,comp
female,group c,some college,standard,none,52,58,58,56.0,F,fail,standard,6,126.0,790.5,787.0,f,c,college,standard,none
female,group d,some high school,free/reduced,none,27,34,32,31.0,F,fail,free,7,185.0,989.0,989.0,f,d,school,free,none
male,group c,some college,standard,none,59,60,58,59.0,F,fail,standard,2,117.0,731.0,728.0,m,c,college,standard,none
male,group a,bachelor's degree,free/reduced,completed,49,58,60,55.666666666666664,F,fail,free,11,127.0,799.0,797.0,m,a,degree,free,comp
male,group c,high school,standard,completed,69,58,53,60.0,F,pass,standard,16,114.0,711.5,711.0,m,c,school,standard,comp
male,group c,bachelor's degree,free/reduced,none,61,66,61,62.666666666666664,D,pass,free,5,106.0,654.5,653.0,m,c,degree,free,none
female,group a,some high school,free/reduced,none,44,64,58,55.333333333333336,F,fail,free,20,128.0,805.0,804.0,f,a,school,free,none
female,group d,some high school,standard,none,73,84,85,80.66666666666667,B,pass,standard,12,52.0,183.0,183.0,f,d,school,standard,none
male,group e,some college,standard,none,84,77,71,77.33333333333333,C,pass,standard,13,62.0,261.5,263.0,m,e,college,standard,none
female,group c,some college,free/reduced,completed,45,73,70,62.666666666666664,D,fail,free,28,106.0,654.5,654.0,f,c,college,free,comp
male,group d,some high school,standard,none,74,74,72,73.33333333333333,C,pass,standard,2,74.0,361.0,360.0,m,d,school,standard,none
female,group d,some college,standard,completed,82,97,96,91.66666666666667,A,pass,standard,15,19.0,39.5,39.0,f,d,college,standard,comp
female,group d,bachelor's degree,standard,none,59,70,73,67.33333333333333,D,fail,standard,14,92.0,536.5,535.0,f,d,degree,standard,none
male,group e,associate's degree,free/reduced,none,46,43,41,43.333333333333336,F,fail,free,5,164.0,957.5,959.0,m,e,degree,free,none
female,group d,some high school,standard,none,80,90,82,84.0,B,pass,standard,10,42.0,126.5,125.0,f,d,school,standard,none
female,group d,master's degree,free/reduced,completed,85,95,100,93.33333333333333,A,pass,free,15,14.0,28.5,28.0,f,d,degree,free,comp
female,group a,some high school,standard,none,71,83,77,77.0,C,pass,standard,12,63.0,272.5,272.0,f,a,school,standard,none
male,group a,bachelor's degree,standard,none,66,64,62,64.0,D,pass,standard,4,102.0,627.0,628.0,m,a,degree,standard,none
female,group b,associate's degree,standard,none,80,86,83,83.0,B,pass,standard,6,45.0,144.0,143.0,f,b,degree,standard,none
male,group c,associate's degree,standard,completed,87,100,95,94.0,A,pass,standard,13,12.0,24.5,24.0,m,c,degree,standard,comp
male,group c,master's degree,free/reduced,none,79,81,71,77.0,C,pass,free,10,63.0,272.5,273.0,m,c,degree,free,none
female,group e,some high school,free/reduced,none,38,49,45,44.0,F,fail,free,11,162.0,952.5,952.0,f,e,school,free,none
female,group a,some high school,free/reduced,none,38,43,43,41.333333333333336,F,fail,free,5,168.0,964.0,964.0,f,a,school,free,none
female,group e,some college,standard,none,67,76,75,72.66666666666667,C,pass,standard,9,76.0,383.5,383.0,f,e,college,standard,none
female,group e,bachelor's degree,standard,none,64,73,70,69.0,D,pass,standard,9,87.0,480.5,481.0,f,e,degree,standard,none
female,group c,associate's degree,free/reduced,none,57,78,67,67.33333333333333,D,fail,free,21,92.0,536.5,536.0,f,c,degree,free,none
female,group d,high school,standard,none,62,64,64,63.333333333333336,D,pass,standard,2,104.0,643.0,643.0,f,d,school,standard,none
male,group d,master's degree,standard,none,73,70,75,72.66666666666667,C,pass,standard,5,76.0,383.5,384.0,m,d,degree,standard,none
male,group e,some high school,free/reduced,completed,73,67,59,66.33333333333333,D,pass,free,14,95.0,559.0,559.0,m,e,school,free,comp
female,group d,some college,standard,none,77,68,77,74.0,C,pass,standard,9,72.0,347.5,346.0,f,d,college,standard,none
male,group e,some college,standard,none,76,67,67,70.0,D,pass,standard,9,84.0,453.5,449.0,m,e,college,standard,none
male,group c,associate's degree,standard,completed,57,54,56,55.666666666666664,F,fail,standard,3,127.0,799.0,798.0,m,c,degree,standard,comp
female,group c,some high school,standard,completed,65,74,77,72.0,C,pass,standard,12,78.0,399.0,398.0,f,c,school,standard,comp
male,group a,high school,free/reduced,none,48,45,41,44.666666666666664,F,fail,free,7,160.0,948.5,948.0,m,a,school,free,none
female,group b,high school,free/reduced,none,50,67,63,60.0,F,fail,free,17,114.0,711.5,712.0,f,b,school,free,none
female,group c,associate's degree,standard,none,85,89,95,89.66666666666667,B,pass,standard,10,25.0,53.5,53.0,f,c,degree,standard,none
male,group b,some high school,standard,none,74,63,57,64.66666666666667,D,pass,standard,17,100.0,607.0,605.0,m,b,school,standard,none
male,group d,some high school,standard,none,60,59,54,57.666666666666664,F,pass,standard,6,121.0,759.5,759.0,m,d,school,standard,none
female,group c,some high school,standard,completed,59,54,67,60.0,F,fail,standard,13,114.0,711.5,713.0,f,c,school,standard,comp
male,group a,some college,standard,none,53,43,43,46.333333333333336,F,fail,standard,10,155.0,936.0,938.0,m,a,college,standard,none
female,group a,some college,free/reduced,none,49,65,55,56.333333333333336,F,fail,free,16,125.0,782.5,780.0,f,a,college,free,none
female,group d,high school,standard,completed,88,99,100,95.66666666666667,A,pass,standard,12,11.0,21.5,22.0,f,d,school,standard,comp
female,group c,high school,standard,none,54,59,62,58.333333333333336,F,fail,standard,8,119.0,749.0,749.0,f,c,school,standard,none
female,group c,some high school,standard,none,63,73,68,68.0,D,pass,standard,10,90.0,519.0,515.0,f,c,school,standard,none
male,group b,associate's degree,standard,completed,65,65,63,64.33333333333333,D,pass,standard,2,101.0,617.5,618.0,m,b,degree,standard,comp
female,group b,associate's degree,standard,none,82,80,77,79.66666666666667,C,pass,standard,5,55.0,202.5,204.0,f,b,degree,standard,none
female,group d,high school,free/reduced,completed,52,57,56,55.0,F,fail,free,5,129.0,808.5,808.0,f,d,school,free,comp
male,group d,associate's degree,standard,completed,87,84,85,85.33333333333333,B,pass,standard,3,38.0,110.5,109.0,m,d,degree,standard,comp
female,group d,master's degree,standard,completed,70,71,74,71.66666666666667,C,pass,standard,4,79.0,407.5,409.0,f,d,degree,standard,comp
male,group e,some college,standard,completed,84,83,78,81.66666666666667,B,pass,standard,6,49.0,170.5,171.0,m,e,college,standard,comp
male,group d,associate's degree,standard,none,71,66,60,65.66666666666667,D,pass,standard,11,97.0,579.5,580.0,m,d,degree,standard,none
male,group b,some high school,standard,completed,63,67,67,65.66666666666667,D,pass,standard,4,97.0,579.5,581.0,m,b,school,standard,comp
female,group c,bachelor's degree,free/reduced,completed,51,72,79,67.33333333333333,D,fail,free,28,92.0,536.5,537.0,f,c,degree,free,comp
male,group e,high school,standard,none,84,73,69,75.33333333333333,C,pass,standard,15,68.0,310.0,308.0,m,e,school,standard,none
male,group c,bachelor's degree,standard,completed,71,74,68,71.0,C,pass,standard,6,81.0,429.0,429.0,m,c,degree,standard,comp
male,group c,associate's degree,standard,none,74,73,67,71.33333333333333,C,pass,standard,7,80.0,417.5,414.0,m,c,degree,standard,none
male,group d,some college,standard,none,68,59,62,63.0,D,pass,standard,9,105.0,649.0,649.0,m,d,college,standard,none
male,group e,high school,free/reduced,completed,57,56,54,55.666666666666664,F,fail,free,3,127.0,799.0,799.0,m,e,school,free,comp
female,group c,associate's degree,free/reduced,completed,82,93,93,89.33333333333333,B,pass,free,11,26.0,56.5,56.0,f,c,degree,free,comp
female,group d,high school,standard,completed,57,58,64,59.666666666666664,F,fail,standard,7,115.0,718.0,717.0,f,d,school,standard,comp
female,group d,master's degree,free/reduced,completed,47,58,67,57.333333333333336,F,fail,free,20,122.0,767.5,764.0,f,d,degree,free,comp
female,group a,some high school,standard,completed,59,85,80,74.66666666666667,C,fail,standard,26,70.0,328.5,326.0,f,a,school,standard,comp
male,group b,some college,free/reduced,none,41,39,34,38.0,F,fail,free,7,177.0,980.0,980.0,m,b,college,free,none
female,group c,some college,free/reduced,none,62,67,62,63.666666666666664,D,pass,free,5,103.0,636.0,635.0,f,c,college,free,none
male,group c,bachelor's degree,standard,none,86,83,86,85.0,B,pass,standard,3,39.0,114.5,114.0,m,c,degree,standard,none
male,group c,some high school,free/reduced,none,69,71,65,68.33333333333333,D,pass,free,6,89.0,505.0,505.0,m,c,school,free,none
male,group a,some high school,free/reduced,none,65,59,53,59.0,F,pass,free,12,117.0,731.0,729.0,m,a,school,free,none
male,group c,some high school,free/reduced,none,68,63,54,61.666666666666664,D,pass,free,14,109.0,674.0,674.0,m,c,school,free,none
male,group c,associate's degree,free/reduced,none,64,66,59,63.0,D,pass,free,7,105.0,649.0,650.0,m,c,degree,free,none
female,group c,high school,standard,none,61,72,70,67.66666666666667,D,pass,standard,11,91.0,530.0,529.0,f,c,school,standard,none
male,group c,high school,standard,none,61,56,55,57.333333333333336,F,pass,standard,6,122.0,767.5,765.0,m,c,school,standard,none
female,group a,some high school,free/reduced,none,47,59,50,52.0,F,fail,free,12,138.0,857.0,857.0,f,a,school,free,none
male,group c,some high school,standard,none,73,66,66,68.33333333333333,D,pass,standard,7,89.0,505.0,506.0,m,c,school,standard,none
male,group c,some college,free/reduced,completed,50,48,53,50.333333333333336,F,fail,free,5,143.0,887.5,889.0,m,c,college,free,comp
male,group d,associate's degree,standard,none,75,68,64,69.0,D,pass,standard,11,87.0,480.5,482.0,m,d,degree,standard,none
male,group d,associate's degree,free/reduced,none,75,66,73,71.33333333333333,C,pass,free,9,80.0,417.5,415.0,m,d,degree,free,none
male,group c,high school,standard,none,70,56,51,59.0,F,pass,standard,19,117.0,731.0,730.0,m,c,school,standard,none
male,group d,some high school,standard,completed,89,88,82,86.33333333333333,B,pass,standard,7,35.0,95.5,96.0,m,d,school,standard,comp
female,group c,some college,standard,completed,67,81,79,75.66666666666667,C,pass,standard,14,67.0,301.5,299.0,f,c,college,standard,comp
female,group d,high school,standard,none,78,81,80,79.66666666666667,C,pass,standard,3,55.0,202.5,205.0,f,d,school,standard,none
female,group a,some high school,free/reduced,none,59,73,69,67.0,D,fail,free,14,93.0,544.0,542.0,f,a,school,free,none
female,group b,associate's degree,standard,none,73,83,76,77.33333333333333,C,pass,standard,10,62.0,261.5,264.0,f,b,degree,standard,none
male,group a,some high school,free/reduced,none,79,82,73,78.0,C,pass,free,9,60.0,244.5,244.0,m,a,school,free,none
female,group c,some high school,standard,completed,67,74,77,72.66666666666667,C,pass,standard,10,76.0,383.5,385.0,f,c,school,standard,comp
male,group d,some college,free/reduced,none,69,66,60,65.0,D,pass,free,9,99.0,597.0,597.0,m,d,college,free,none
male,group c,high school,standard,completed,86,81,80,82.33333333333333,B,pass,standard,6,47.0,160.0,160.0,m,c,school,standard,comp
